62012|O'Beirne sphincter
62284|O'Dwyer tube
62323|O'Hara forceps
62219|optometrist
62009|oo-
62009|oophor-
62009|ovario-
62016|Obermayer test
62017|Obermeier spirillum
62018|Obersteiner-Redlich line
62018|Obersteiner-Redlich zone
50457|oblique line of mandible
50457|oblique line of thyroid cartilage
65939|cricothyroid muscle
62047|muscle
62048|silhouette sign of Felson
67443|obsessive-compulsive personality
67443|obsessive-compulsive disorder
9916|occipitofrontalis (muscle)
11439|occipital border of parietal bone
11439|occipital margin of temporal bone
38911|inferior occipital gyrus
38911|superior occipital gyrus
59937|posttraumatic neck syndrome
60007|posttraumatic neck syndrome
49653|alar ligaments
49653|apical ligament of dens
62090|occipitofrontalis (muscle)
92978|occipitopontine fibers
92978|under fiber
92979|occipitotectal fibers
92979|under fiber
62139|occult blood
10643|occult blood
18148|laryngotracheoesophageal cleft
62144|Ochoa law
62153|Ochsner clamp
62153|Ochsner method
62168|polyploidy
62172|oct-
62173|oct-
1974|Waardenburg syndrome
62210|oculoplethysmography
76854|oculocardiac reflex
62216|oxy-
62224|Oddi sphincter
62238|odont-
62276|lathyrism
37184|sweat glands
62292|Oehl muscles
62292|under muscle
62319|Ogino-Knaus rule
62320|Ogston line
62320|Ogston-Luc operation
62321|Oguchi disease
62322|Ogura operation
62326|ohm
62326|Ohm law
43641|immersion2
96425|adjuvant vaccine
62397|Okazaki fragment
62401|Oldfield syndrome
62416|aspidium
62416|capsicum
62416|ginger
62427|olfaction
62435|oligo-
15770|oligodendroglia
62497|oil
62500|olivocochlear tract
12802|olivocochlear tract
32920|olivocochlear tract
92983|olivospinal fibers
92983|under fiber
62502|Buschke-Ollendorf syndrome
62503|Ollier graft
62503|Ollier disease
62503|Ollier theory
62503|Ollier-Thiersch graft
62504|Olmsted syndrome
62509|Steele-Richardson-Olszewski disease
62509|Steele-Richardson-Olszewski syndrome
62512|Ombrédanne operation
62514|Omenn syndrome
90164|teniae coli
62536|Ommaya reservoir
62553|omphal-
62554|conjoined twins
62554|under twin
33691|Meckel diverticulum
62558|conjoined twins
62558|under twin
62572|onco-
62615|Ondine curse
60212|hypertrophic interstitial neuropathy
62627|onco-
62629|Onodi cell
62637|Onuf nucleus
62639|onycho-
62692|oophor-
62718|Opalski cell
20410|cordotomy2
76628|open reduction of fractures
9881|conditioning
62926|operator gene
62948|ophthalmo-
97400|inferior ophthalmic vein
97400|superior ophthalmic vein
63041|Smith-Lemli-Opitz syndrome
63041|Opitz BBB syndrome
63041|Opitz G syndrome
63050|conjoined twins
63050|under twin
63051|Oppenheim disease
63051|Oppenheim reflex
63051|Oppenheim syndrome
63051|Ziehen-Oppenheim disease
42998|de Morsier syndrome
23070|optic nerve sheath fenestration
65943|retina
76421|supraoptic recess
63079|opto-
63090|optokinetic nystagmus
63097|test types
63098|poliovirus vaccines
63098|under vaccine
96426|poliovirus vaccines2
61601|reticular nuclei of pons
82556|alimentary tract smear
63108|Holt-Oram syndrome
63114|Orbeli effect
12064|anastomotic branch of middle meningeal artery with lacrimal artery
65946|lacrimal gland
65948|orbicularis oculi (muscle)
7307|lateral frontobasal artery
7307|medial frontobasal artery
50464|orbitomeatal plane
63128|conjoined twins
63128|under twin
63139|orchio-
63146|orchi-
63155|orchi-
63244|organic compound
39127|hallucination
88638|bipolar disorder
23161|familial goiter
63310|circumventricular organs
63310|under organ
63313|circumventricular organs
63313|under organ
48450|layers of hippocampus
11136|cutaneous leishmaniasis
13096|cutaneous leishmaniasis
82951|cutaneous leishmaniasis
63366|Ormond disease
63369|Ornish reversal diet
63397|sero-
63417|orphan products
63417|under product
63418|sero-
63420|Orsi-Grocco method
63421|Orth fixative
63421|Orth stain
63422|ortho-
91374|orthodontics
63497|Ortolani maneuver
63497|Ortolani test
63498|Wolf-Orton bodies
63498|under body
63511|For histologic descriptionbone
63621|Osgood-Schlatter disease
63624|Osler disease
63624|Osler node
63624|Osler sign
63624|Rendu-Osler-Weber syndrome
63697|osteo-
63939|Ostwald solubility coefficient
4920|low frequency blood groups
4920|Blood Groups Appendix
63942|Ota nevus
63950|Rahn-Otis sample
64008|Otto pelvis
64008|Otto disease
64009|Stas-Otto method
64011|Ottoson potential
64015|Ouchterlony method
64015|Ouchterlony technique
64015|Ouchterlony test
64015|Ouchterlony technique
90701|gel diffusion precipitin tests in two dimensions
6212|semilunar fasciculus
32236|semilunar fasciculus
97402|right ovarian vein
97402|left ovarian vein
64064|compensation
64075|nuclear Overhauser effect
64089|Meyer-Overton rule
64089|Meyer-Overton theory of narcosis
64129|ovo-vegetarian
64148|Owen lines
64148|under line
64148|contour lines of Owen
64148|under line
64148|interglobular space of Owen
64149|Owren disease
28268|quinhydrone electrode
76205|oxidation-reduction
