4921|P blood group
4921|Blood Groups Appendix
92118|atrioventricular conduction
64318|Paas disease
64323|pacchionian bodies
64323|under body
64323|pacchionian corpuscles
64323|under corpuscle
64323|pacchionian depressions
64323|under depression
64323|pacchionian glands
64323|under gland
64323|pacchionian granulations
64323|under granulation
64343|Pachon method
64343|Pachon test
88648|pachydermoperiostosis
64395|pacinian corpuscles
64395|under corpuscle
64395|Vater-Pacini corpuscles
64395|under corpuscle
64424|stain
64428|ped-
64432|Pagenstecher circle
64433|Paget cells
64433|under cell
64433|Paget disease
64433|extramammary Paget disease
64433|Paget-von Schrötter syndrome
26037|conversion
70605|Valleix points
9819|bigeminy
64474|Palade granule
64474|Weibel-Palade bodies
64474|under body
64527|Palfyn sinus
81142|palindrome
64558|palm
64562|Palmer acid test for peptic ulcer
65951|lacrimal gland
65952|orbicularis oculi (muscle)
64633|Pancoast syndrome
64633|Pancoast tumor
78452|ribonuclease (pancreatic)
64654|pancreat-
64666|pancreat-
64683|elastase
64688|pancreat-
90707|secretin test
64700|Pandy test
64700|Pandy reaction
64707|Paneth granular cells
64707|under cell
64714|anxiety
8526|anxiety
8526|anxiety disorders
8526|under disorder
8526|panic
26038|generalized anxiety disorder
64721|Panner disease
64745|Pansch fissure
64766|pant-
64784|Panum area
64787|PAP technique
64790|Pap smear
64790|Pap test
64790|Papanicolaou examination
64790|Papanicolaou smear
64790|Papanicolaou smear test
64790|Papanicolaou stain
30837|Pap test
64794|papaya
64807|Papez circuit
64915|Papillon-Lefèvre syndrome
64916|Papillon-Léage and Psaume syndrome
64922|Pappenheim stain
64922|Unna-Pappenheim stain
64923|Pappenheimer bodies
64923|under body
64945|anomalous pulmonary venous connections
64945|total or partial
64945|under connection
64959|paracarmine stain
64961|paracelsian method
33578|paracentral sulcus
74154|paradoxic pupillary reflex
56210|jaw winking
61612|reticular nuclei of pons
65063|phi phenomenon
61614|reticular nuclei of pons
65150|paramesonephric duct
65194|sex chromatin
61617|reticular nuclei of mesencephalon
65213|paraphimosis palpebrae
6214|visual cortex
20771|visual cortex
65306|autonomic (visceral motor) division of nervous system
89340|parasympathetic part of autonomic (visceral motor) division of peripheral nervous system
89340|autonomic (visceral motor) division of nervous system
65953|autonomic (visceral motor) division of nervous system
61619|anterior hypothalamic area
65351|Paré suture
39535|Uhl anomaly
15789|parenchyma
65372|Parenti-Fraccaro syndrome
11445|parietal margin of frontal bone
11445|parietal margin of greater wing of sphenoid
11445|parietal border of squamous part of temporal bone
92985|parietopontine fibers
92985|under fiber
65417|Parinaud conjunctivitis
65417|Parinaud ophthalmoplegia
65417|Parinaud syndrome
65417|Parinaud oculoglandular syndrome
65422|Park-Williams fixative
65421|Park aneurysm
65423|Parker-Kerr suture
65425|Wolff-Parkinson-White syndrome
65424|parkinsonism1
65424|Parkinson disease
65424|Parkinson facies
65428|Embden-Meyerhof-Parnas pathway
65437|Parona space
32078|parotid fascia
32078|masseteric fascia
65468|Parrot disease
65469|Parry disease
65478|nasalis (muscle)
65497|right pulmonary artery
65497|left pulmonary artery
65501|superior pharyngeal constrictor (muscle)
65514|middle constrictor (muscle) of pharynx
65521|middle constrictor (muscle) of pharynx
65522|retina
65524|pectoralis major (muscle)
65532|middle cerebral artery
65532|posterior cerebral artery
65533|inferior terminal (cortical) branches of middle cerebral artery
65533|under branch
65538|inferior constrictor (muscle) of pharynx
65544|duodenum
65554|terminal filum
65555|pancreas
65556|pancreas
65564|superior pharyngeal constrictor (muscle)
65569|duodenum
65581|middle cerebral artery
65590|vertebral artery
65598|retina
65600|orbicularis oculi (muscle)
65602|longitudinal arch of foot
65604|vaginal fornix
65605|posterior cervical intertransversarii (muscles)
65605|under muscle
65606|nucleus accumbens
65616|longitudinal arch of foot
65617|posterior cervical intertransversarii (muscles)
65617|under muscle
65618|nucleus accumbens
65627|superior pharyngeal constrictor (muscle)
65631|retina
65632|cricothyroid muscle
65636|retina
65639|lacrimal gland
65640|orbicularis oculi (muscle)
65647|lacrimal gland
65648|orbicularis oculi (muscle)
65657|internal carotid artery
65658|temporal bone
65663|retina
65673|anterior cerebral artery
65679|vertebral artery
65684|parotid gland
65687|external anal sphincter
65692|superior pharyngeal constrictor (muscle)
65697|cricothyroid muscle
65706|middle cerebral artery
65714|external anal sphincter
65719|parotid gland
65720|masseter (muscle)
65721|external anal sphincter
65732|middle cerebral artery
65732|posterior cerebral artery
65735|thoracic duct
65742|inferior constrictor (muscle) of pharynx
65749|nasalis (muscle)
65752|vertebral artery
19934|anomalous pulmonary venous connections
19934|total or partial
18149|laryngotracheoesophageal cleft
18150|laryngotracheoesophageal cleft
80172|staphyloma
92119|activated partial thromboplastin time
66103|pascal
66103|Pascal law
66105|Pascheff conjunctivitis
66106|Paschen bodies
66106|under body
66107|Pascheff
66108|atrophoderma of Pasini and Pierini
66116|Passavant bar
66116|Passavant cushion
66116|Passavant pad
66116|Passavant ridge
66117|Harding-Passey melanoma
76209|passive cutaneous anaphylaxis
24769|facilitated transport
43669|acquired immunity
66130|Pasteur vaccine
66130|Pasteur effect
66130|Pasteur pipette
96427|rabies vaccine
66142|Pastia sign
66147|Patau syndrome
66160|Patein albumin
77900|lateral patellar retinaculum
77900|medial patellar retinaculum
26983|ductus arteriosus
66173|Paterson-Kelly syndrome
66173|Paterson-Brown-Kelly syndrome
66188|path-
73022|paraprotein
66261|parricide
66262|Patrick test
66287|Paul reaction
66287|Paul test
66287|Paul-Bunnell test
90717|Forssman antigen
66288|Pauli exclusion principle
66289|Pauling theory
66289|Pauling-Corey helix
66296|Pautrier abscess
66296|Pautrier microabscess
66298|pavlovian conditioning
66298|Pavlov method
66298|Pavlov pouch
66298|Pavlov stomach
66298|Pavlov reflex
66300|Pavy disease
66301|papaya
66305|Payne operation
66306|Payr clamp
66306|Payr membrane
66306|Payr sign
70783|Pólya gastrectomy
70783|Pólya operation
70783|Reichel-Pólya stomach procedure
74095|patient-controlled analgesia
64304|partial pressure
66336|DFNB4 gene
62376|persic oil
66344|Pearl index
66356|Poisson-Pearson formula
66356|McArdle-Schmid-Pearson disease
66360|poikilo-
66362|Pecquet cistern
66362|Pecquet duct
66362|receptaculum pecqueti
66362|Pecquet reservoir
86245|arabinose
49670|trabecular tissue of sclera
66380|pectineus (muscle)
37194|axillary lymph nodes
37194|under lymph node
66390|pectin
66390|protopectin
66401|speculum
66403|ped-
38222|pedicle flap
66428|Pediculus
66434|ped-
61622|reticular nuclei of mesencephalon
66470|habenula2
66489|Hirsch-Peiffer stain
66492|Pel-Ebstein disease
66492|Pel-Ebstein fever
66495|Pelger-Huët nuclear anomaly
66498|Merzbacher-Pelizaeus disease
66498|Pelizaeus-Merzbacher disease
66505|Pellegrini disease
66505|Pellegrini-Stieda disease
66511|Jadassohn-Pellizzari anetoderma
66512|Pellizzi syndrome
66532|pelvi-
66606|pelvi-
66611|pelvi-
66628|Pendred syndrome
66632|penetration
93159|penetrance
56972|semipennate muscle
66692|Penrose drain
66703|virion
4923|penton
66735|Pepper syndrome
37195|gastric glands
67412|healing by first intention
66858|Perez reflex
66857|Pérez sign
83136|anterior perforated substance
83136|posterior perforated substance
12091|perforating branches of deep palmar arch
55461|Budde process
66958|pericardium
66960|pericardium
61625|lateral hypothalamic area
83140|deep perineal space
83140|superficial perineal space
65115|hyperkalemic periodic paralysis
65115|hypokalemic periodic paralysis
65115|normokalemic periodic paralysis
89342|Mendeléeff law
61629|superior olivary nucleus
48463|cranial dura mater
6218|visual cortex
20772|visual cortex
67306|laparoscopy
21788|cuffing
61636|anterior hypothalamic area
100510|zones of hypothalamus
67365|perkinism
67368|Perlia nucleus
67368|convergence nucleus of Perlia
67370|Perls Prussian blue stain
67370|Perls test
54670|megaloblast
72832|erythroblast
72832|megaloblast
79129|erythroblast
67399|peroxy-
69568|perpendicular plate of ethmoid bone
69568|perpendicular plate of palatine bone
26041|paranoia
93160|temperament
67458|pervaporation
67465|Perthes disease
67465|Perthes test
67465|Calvé-Perthes disease
67465|Legg-Calvé-Perthes disease
67467|Pertik diverticulum
96428|diphtheria toxoid
96428|tetanus toxoid
96428|pertussis vaccine
67531|Peters anomaly
67530|Peters ovum
67539|Petit aponeurosis
67542|Petit canals
67542|under canal
67542|Petit sinus
67541|Dulong-Petit law
67540|Petit hernia
67540|Petit herniotomy
67540|Petit lumbar triangle
52359|petit mal seizure
67543|Petri dish
67543|Petri dish culture
67560|musculus petropharyngeus
82287|inferior petrosal sinus
82287|superior petrosal sinus
87253|petrosquamous fissure
67571|Pette-Döring disease
67572|Bachman-Pettit test
86980|barrel distortion
86980|pincushion distortion
67573|Peutz-Jeghers syndrome
67573|Jeghers-Peutz syndrome
67579|Peyer glands
67579|under gland
67579|aggregated lymphoid nodules of the small intestine
67579|under nodule
67581|Peyronie disease
67582|Peyrot thorax
67583|de Pezzer
15130|de Pezzer catheter
67585|Pfannenstiel incision
67586|Pfaundler-Hurler syndrome
67587|Pfeifferella
67587|Pfeiffer phenomenon
67587|Pfeiffer syndrome
67591|Pflüger law
67594|Pfuhl sign
92120|atrioventricular conduction
96653|pH
67628|pheo-
67831|genital phase
67687|phall-
43594|stress test
67755|pharyngo-
69138|pituitary gland
26877|ductus pharyngobranchialis III
26877|ductus pharyngobranchialis IV
67776|superior pharyngeal constrictor (muscle)
67874|phen-
68042|phenoxazine
68076|phenylthiocarbamoyl peptide
68078|taste deficiency
68098|Philip glands
68098|under gland
68099|Philippe triangle
93676|semilunar fasciculus
68100|Phillips catheter
68101|-phil
68110|phlebo-
91285|phlogiston
68338|phono-
68379|phoro-
68384|cyclophoria
68384|esophoria
68384|exophoria
68384|heterophoria
68384|hyperphoria
68384|hypophoria
68384|orthophoria
68392|phospho- for specific usage of that prefix
95737|Bodansky unit
95737|King unit
68428|lecithin
68512|phosph-
68546|phosphorylase phosphatase
68568|photo-
80954|photosensitization
68578|photosensitization
68604|photoelectric effect
68604|photoelectric absorption
68625|deoxyribodipyrimidine photolyase
68647|extracorporeal photophoresis
99186|light adaptation
99186|light-adapted eye
68663|photoretinopathy
68667|photophobia
68667|photalgia
68667|photesthesia
68669|sensor
80955|photosensitization
68687|phreno-
68692|phreno-
97420|inferior phrenic vein
97420|superior phrenic veins
68707|cardiac neurosis
68731|Pthirus
68766|physio-
68781|Physick pouches
68781|under pouch
68783|physic
68802|physical therapy2
68817|phyto-
55847|incomplete achromatopsia
68873|Picchini syndrome
68877|Pick cell
68877|Niemann-Pick cell
68877|Niemann-Pick disease
68876|Pick bodies
68876|under body
68876|Pick disease
68876|Pick syndrome
68875|Pick atrophy
68875|Pick bundle
68875|Pick disease
68878|Pickles chart
68880|Lepehne-Pickworth stain
68891|quassia
68893|picrocarmine stain
68894|picroformol fixative
68895|picronigrosin stain
28407|pixel
68916|atrophoderma of Pasini and Pierini
68917|Robin
29980|retina
65965|retina
68950|hemorrhoids
68966|palatoglossal arch
68966|palatopharyngeal arch
22433|pilonidal sinus
68987|Piltz sign
68987|Westphal-Piltz phenomenon
69011|Pinard maneuver
26189|Petzval surface
69014|Pindborg tumor
38970|habenula2
69029|Pinel system
69032|ping-pong mechanism
35360|derby hat fracture
69044|Pins sign
69044|Pins syndrome
69056|Piper forceps
69072|Pirie bone
69074|Pirogoff amputation
69074|Pirogoff angle
69074|Pirogoff aponeurosis
69074|Pirogoff triangle
90728|tuberculin test
69079|Pirquet reaction
69079|Pirquet test
99593|pitch-worker's cancer
69127|Pitot tube
69128|Pitres area
69128|Pitres sign
6220|frontal cortex
69134|hyperpituitarism
69134|hypopituitarism
69194|placenta biloba
69241|Eutheria
69246|Placido da Costa disc
69277|plano-
69280|Planck constant
69280|Planck theory
69281|planum
69355|plano-
69373|kingdom
6015|deep plantar (arterial) arch
6015|superficial plantar (arterial) arch
6016|deep plantar (arterial) arch
6016|superficial plantar (arterial) arch
69402|Addison clinical planes
69402|under plane
69405|dental plaque
26044|familial goiter
69442|plasma-
69456|plasmin
69459|plasma-
69504|tocotrienol
69595|Plateau-Talbot law
69608|Putti-Platt operation
69608|Putti-Platt procedure
69625|platypellic pelvis
69633|Pleasure curve
69738|pleur-
48472|retina
70208|Plummer disease
70208|Plummer-Vinson syndrome
85268|replicative form
70251|pneum-
70318|pneumoconiosis
70329|pneumo-
70408|pneumo-
70419|pneumonoconiosis
64301|partial pressure
70500|pod-
70519|POEMS syndrome
70562|convergence
70634|Poirier gland
70634|Poirier line
70636|poise
70636|Poiseuille viscosity coefficient
70636|Poiseuille law
70636|Poiseuille space
70671|Toxicodendron
70673|Poisson distribution
70673|Poisson-Pearson formula
70772|anterior extremity of spleen
70772|posterior extremity of spleen
70776|superior pole of kidney
70776|inferior pole of kidney
96432|Salk vaccine
70744|Politzer bag
70744|Politzer method
70744|Politzer luminous cone
70799|poly-2
70885|poly-2
679|acid1
70868|multiple endocrine deficiency syndrome
70888|conjoined twins
70888|under twin
77836|lethal midline granuloma
71051|logorrhea
5098|antiserum
71146|Pomeroy operation
71148|Pompe disease
71151|Ponfick shadow
32932|corticonuclear fibers
97425|anterior pontomesencephalic vein
71170|Pool phenomenon
71170|Pool-Schlesinger sign
71177|popliteal artery
71177|popliteal fossa
71177|popliteal lymph nodes
71177|under lymph node
71177|popliteal surface of femur
71177|popliteal vein
71184|poro-
71206|Porges method
71206|Porges-Meier test
71241|porphyria cutanea tarda
71242|porphyria cutanea tarda
71263|Porro hysterectomy
17764|portal circulation
17764|pituitary gland
17764|hypothalamus
3448|caput medusae
3448|esophageal varices
3448|under varix
3448|hemorrhoids
71276|Ferry-Porter law
71275|Porter-Silber chromogens
71275|under chromogen
71275|Porter-Silber reaction
71275|Porter-Silber chromogens test
71277|Porter fascia
71306|Posadas disease
88712|posttraumatic syndrome
11451|posterior border of fibula
11451|posterior border of petrous part of temporal bone
11451|posterior border of radius
11451|posterior border of testis
11451|posterior border of ulna
12127|segmental arteries of kidney
12127|under artery
12135|posterior ramus of spinal nerve
97431|cardinal veins
17877|cerebellomedullary cistern
32935|external arcuate fibers
70000|external vertebral venous plexus
19280|gray commissure
70001|internal vertebral venous plexus
61647|accessory nuclei of optic tract
61653|posterior hypothalamic area
80612|posterior bronchopulmonary segment S II
80612|posterior basal bronchopulmonary segment S X
80612|posterior hepatic segment I
80612|(right) posterior lateral hepatic segment [VII]
80612|(right) posterior medial hepatic segment [VIII]
80612|posterior renal segment
7363|left pulmonary artery
7363|right pulmonary artery
7363|segmental arteries of kidney
13697|semicircular canals (of bony labyrinth)
23118|tegmental decussations1
65974|medial ligament of ankle joint
61659|anterior horn
61661|anterior horn
60154|motor neuron
32937|postganglionic
2747|Sheehan syndrome
71466|postcentral
51828|paravesical lymph nodes
71500|Potain sign
71510|p-aminosalicylic acid
71585|Pott abscess
71585|Pott aneurysm
71585|Pott curvature
71585|Pott disease
71585|Pott fracture
71585|Pott paralysis
71585|Pott paraplegia
71586|Potter disease
71586|Potter facies
71586|Potter syndrome
71588|Potts anastomosis
71588|Potts clamp
71588|Potts operation
71632|Poupart ligament
71632|Poupart line
71648|Pozzi muscle
3494|gross anatomy
71677|Prader-Willi syndrome
71678|pre-
71685|Pratt symptom
71686|Prausnitz-Küstner antibody
71686|Prausnitz-Küstner reaction
71686|reversed Prausnitz-Küstner reaction
4757|homocytotropic antibody
76221|precipitin
76221|precipitin test
12805|olfactory bundle
81102|septal area
96623|construct validity
96623|criterion-related validity
99468|risk factor
71772|preformation theory
6231|frontal cortex
20774|frontal cortex
60156|motor neuron
32941|preganglionic
24345|subclinical diabetes
55499|prelogical thinking
91587|prelogical mind
20118|extrasystole
27947|menstrual edema
71865|Prentice rule
12955|subcutaneous prepatellar bursa
12955|subfascial prepatellar bursa
12955|subaponeurotic prepatellar bursa
71889|preprotein
33269|fields of Forel
61671|fields of Forel
61671|under field
71913|phonemic regression
71952|spondylolysis
6235|visual cortex
65984|vertebral artery
72045|Pribnow box
11615|homeobox
72046|Carr-Price reaction
72047|Price-Jones curve
72048|Haldane-Priestley sample
72055|primordial
53986|egg membrane
77707|immune response
89191|syphilis
6237|visual cortex
20776|visual cortex
72062|gravida
72064|para
72086|Princeteau tubercle
69336|principal point
72115|Pringle disease
72115|Bourneville-Pringle disease
72116|Prinzmetal angina
72145|Bayes theorem
4925|low frequency blood groups
4925|Blood Groups Appendix
72160|bilirubinoid
72232|processus
72470|prolapse of the uterus
72479|procto-
72565|Profeta law
72566|plasmin
72579|International Classification of Radiographs of the Pneumoconioses
72694|erythroblast
1697|promotion
72749|muscle
91887|creeping thrombosis
72772|bilirubinoid
86039|substantia propria of cornea
86039|substantia propria membranae tympani
86039|substantia propria of sclera
80932|proprioceptive
72831|erythroblast
430|factor VIII
72841|Voges-Proskauer reaction
72844|prosopo-
72849|cytomorphosis
72852|conjoined twins
72852|under twin
72854|conjoined twins
72854|under twin
72864|prostato-
4927|carcinoma of the prostate
72903|prosthetic group
72904|anaplastology
73104|factor X
80933|protopathic
73142|pectin
73154|primary proteose
73203|Proust law
73202|Proust space
73216|Prowazekia
73216|Prowazek bodies
73216|under body
73216|Prowazek-Greeff bodies
73216|under body
73216|Halberstaedter-Prowazek bodies
73216|under body
73219|proximo-
73221|proximo-
81104|spiral septum
76223|prozone
73239|Prunus virginiana
73264|Prussak fibers
73264|under fiber
73264|Prussak pouch
73264|Prussak space
73277|Papillon-Léage and Psaume syndrome
73280|pseudo-
73366|exfoliation syndrome
73366|pseudoexfoliative glaucoma
73396|Waardenburg syndrome
73443|Stenotrophomonas maltophilia
73504|rosette2
73545|psoas major (muscle)
73545|psoas minor (muscle)
73571|psycho-
73578|psycho-
73612|psychoacoustics
73621|role-playing
73622|fight or flight response
73622|relaxation response
73622|emergency theory
70860|psychogenic nocturnal polydipsia syndrome
98390|somatoform disorder
98390|hysteria
73639|psychology
80756|psychic seizure
73693|psychophysics
73733|psychophysiologic
73733|psychogenic
73742|psychoanalysis
73742|psychiatry
73742|psychology
73742|therapy
73777|plantago seed
47833|lateral pterygoid plate
47833|medial pterygoid plate
69575|lateral pterygoid plate
69575|medial pterygoid plate
65988|superior pharyngeal constrictor (muscle)
7393|pubic branch of inferior epigastric vein
7393|pubic branch of obturator artery
12155|accessory obturator artery
12155|pubic branch of inferior epigastric artery
75636|inferior pubic ramus
75636|superior pubic ramus
4928|high frequency blood groups
4928|Blood Groups Appendix
73865|United States Public Health Service
84487|Puchtler-Sweat stain for basement membranes
84487|Puchtler-Sweat stain for hemoglobin and hemosiderin
97453|external pudendal veins
97453|internal pudendal vein
73878|Heyer-Pudenz valve
73880|Hermansky-Pudlak syndrome
73885|Puestow procedure
73897|trochlea
12156|pulmonary branches of pulmonary nerve plexus
12156|thoracic pulmonary branches (of thoracic ganglia)
44903|valvular regurgitation
74106|punchdrunk syndrome
77934|retinopathy punctata albescens
74113|Valleix points
74113|under point
24715|gout diet
74189|Purkinje conduction
74189|Purkinje images
74189|under image
74189|Purkinje shift
74189|subendocardial conducting system of heart
74189|Purkinje cells
74189|under cell
74189|Purkinje corpuscles
74189|under corpuscle
74189|Purkinje fibers
74189|under fiber
74189|Purkinje figures
74189|under figure
74189|Purkinje cell layer
74189|Purkinje network
74189|Purkinje phenomenon
74189|Purkinje-Sanson images
74189|under image
74190|Purmann method
74225|Purtscher disease
74248|Putnam-Dana syndrome
74256|Putti-Platt operation
74256|Putti-Platt procedure
74264|pykno-
74265|pyelo-
74310|pygo-
74316|conjoined twins
74316|under twin
74317|conjoined twins
74317|under twin
74318|conjoined twins
74318|under twin
74319|conjoined twins
74319|under twin
74320|pykno-
74337|pyloro-
74358|Pym fever
48482|layers of hippocampus
92991|corticospinal tract
74450|pyramidalis (muscle)
74493|pyridoxine
19458|pyruvate dehydrogenase
74567|phosphoenolpyruvic acid
